file_name,score
10413.pkl,-2.1909143924713135
10481.pkl,-0.5333035588264465
11144.pkl,-3.6267662048339844
10103.pkl,-1.931114912033081
1818.pkl,-1.2944897413253784
9505.pkl,-0.37880757451057434
5040.pkl,-4.115153789520264
7207.pkl,-4.287583351135254
2396.pkl,-1.5247822999954224
8273.pkl,-1.3888006210327148
7703.pkl,-1.6620131731033325
3409.pkl,-2.455122470855713
9576.pkl,-0.524347722530365
4500.pkl,-1.3201160430908203
6574.pkl,-3.1439435482025146
10347.pkl,-4.689742088317871
8586.pkl,-1.379629373550415
4084.pkl,-1.5262608528137207
10073.pkl,-2.944406509399414
10145.pkl,-2.9751620292663574
10394.pkl,-1.555451512336731
6855.pkl,-1.5614540576934814
5811.pkl,-1.0757801532745361
5015.pkl,-1.8279277086257935
1681.pkl,-0.48616814613342285
9829.pkl,-1.6276392936706543
8917.pkl,-5.209977626800537
8265.pkl,-2.235445261001587
8564.pkl,-1.8882789611816406
900.pkl,-1.2256262302398682
3923.pkl,-4.275106430053711
8642.pkl,-1.156209945678711
7994.pkl,-2.167695999145508
3367.pkl,-1.6726130247116089
1387.pkl,-3.6250879764556885
11138.pkl,-2.5047199726104736
3689.pkl,-1.2490242719650269
2917.pkl,-3.65706729888916
8059.pkl,-1.3988873958587646
2659.pkl,-3.664472818374634
10901.pkl,-0.4820461571216583
3030.pkl,-2.952712059020996
461.pkl,-2.4836061000823975
2560.pkl,-1.5873671770095825
1199.pkl,-3.398819923400879
11150.pkl,-0.5566819310188293
3995.pkl,-1.563655138015747
2364.pkl,-1.2168940305709839
5084.pkl,-1.4055558443069458
444.pkl,-1.407392144203186
7642.pkl,-1.1842392683029175
9322.pkl,-3.8528554439544678
6018.pkl,-1.4384238719940186
2831.pkl,-2.4077298641204834
9592.pkl,-1.3033852577209473
4538.pkl,-4.773588180541992
1781.pkl,-1.4251573085784912
2442.pkl,-3.692246198654175
2213.pkl,-1.6110997200012207
8181.pkl,-2.0064280033111572
8462.pkl,-1.0546345710754395
7403.pkl,-2.1620025634765625
8077.pkl,-1.5263755321502686
3318.pkl,-1.3701035976409912
5634.pkl,-1.470845103263855
8474.pkl,-0.6650294065475464
5734.pkl,-2.4827425479888916
7303.pkl,-3.859424114227295
8918.pkl,-2.9471826553344727
8173.pkl,-3.642503023147583
2042.pkl,-1.7685668468475342
6991.pkl,-3.424969434738159
3445.pkl,-1.2786808013916016
1685.pkl,-1.182541012763977
8476.pkl,-2.318376302719116
9753.pkl,-2.1229634284973145
1783.pkl,-3.0351243019104004
7597.pkl,-0.4141320288181305
10897.pkl,-1.1646580696105957
7119.pkl,-4.182235240936279
6647.pkl,-3.6898815631866455
2270.pkl,-3.2876901626586914
4626.pkl,-2.847935914993286
2303.pkl,-4.066761016845703
1296.pkl,-2.7375285625457764
4561.pkl,-0.41631919145584106
7725.pkl,-1.5871556997299194
7458.pkl,-2.3666117191314697
5352.pkl,-0.5190917253494263
190.pkl,-3.764892578125
2650.pkl,-3.3627445697784424
6604.pkl,-2.483891487121582
1830.pkl,-1.4182889461517334
5263.pkl,-3.262028217315674
3263.pkl,-2.8111250400543213
8153.pkl,-1.2602622509002686
10622.pkl,-2.0086822509765625
1169.pkl,-3.505267381668091
8943.pkl,-0.5438141822814941
10185.pkl,-1.0908222198486328
8567.pkl,-1.3780715465545654
5219.pkl,-2.6941750049591064
3299.pkl,-1.1776959896087646
2690.pkl,-3.150383710861206
4435.pkl,-2.67574405670166
9644.pkl,-0.45567527413368225
6983.pkl,-3.3507907390594482
7039.pkl,-4.10109806060791
5462.pkl,-2.174999952316284
7170.pkl,-0.5332422852516174
10694.pkl,-3.1014931201934814
7773.pkl,-1.6281532049179077
9667.pkl,-1.1976827383041382
4368.pkl,-1.98785400390625
4476.pkl,-0.4251929223537445
3976.pkl,-3.1728549003601074
1017.pkl,-4.2071404457092285
1625.pkl,-0.44440391659736633
10966.pkl,-1.1894675493240356
9522.pkl,-1.1770751476287842
4432.pkl,-4.075045585632324
1973.pkl,-1.9221729040145874
6714.pkl,-1.4882372617721558
6762.pkl,-2.4574668407440186
4609.pkl,-1.8362761735916138
7324.pkl,-3.6850647926330566
9296.pkl,-1.513285517692566
5124.pkl,-1.1160571575164795
6038.pkl,-3.9445652961730957
11210.pkl,-1.0428112745285034
2905.pkl,-3.477630853652954
39.pkl,-1.2001069784164429
925.pkl,-3.3115158081054688
5628.pkl,-2.1909115314483643
6536.pkl,-1.5754696130752563
260.pkl,-1.403993844985962
11164.pkl,-1.3306543827056885
3227.pkl,-1.5391031503677368
10478.pkl,-1.2398035526275635
3690.pkl,-1.7875398397445679
5847.pkl,-0.44146424531936646
3537.pkl,-0.5710535645484924
8760.pkl,-4.4576735496521
4466.pkl,-1.6060593128204346
242.pkl,-3.795362710952759
6242.pkl,-0.4592568874359131
2953.pkl,-1.6257189512252808
3503.pkl,-1.7713227272033691
8766.pkl,-0.3677579462528229
4875.pkl,-0.9932613968849182
1800.pkl,-0.6081991195678711
4425.pkl,-1.3238991498947144
4017.pkl,-3.662973403930664
7239.pkl,-0.5710853338241577
9623.pkl,-1.4194309711456299
9950.pkl,-2.3491837978363037
4752.pkl,-1.3910869359970093
3622.pkl,-2.9051616191864014
2806.pkl,-1.185725450515747
2312.pkl,-2.855933666229248
10309.pkl,-4.035439491271973
4118.pkl,-3.8582496643066406
9117.pkl,-3.4008212089538574
4325.pkl,-2.67535138130188
197.pkl,-0.6123663187026978
10621.pkl,-1.6377291679382324
9074.pkl,-2.4520182609558105
10001.pkl,-2.3151121139526367
165.pkl,-2.1469216346740723
6562.pkl,-3.7447869777679443
8867.pkl,-4.198363304138184
6690.pkl,-0.4194989800453186
8383.pkl,-2.053250551223755
9861.pkl,-2.886439800262451
7040.pkl,-1.711055040359497
3280.pkl,-4.0578694343566895
1313.pkl,-1.9598901271820068
9356.pkl,-1.8207743167877197
8023.pkl,-1.5170233249664307
5655.pkl,-0.36599576473236084
9521.pkl,-3.6653995513916016
5510.pkl,-1.0957595109939575
118.pkl,-1.236809492111206
1582.pkl,-4.10343074798584
3802.pkl,-1.1623049974441528
1293.pkl,-1.3099079132080078
6813.pkl,-2.1104602813720703
3277.pkl,-1.9363012313842773
4096.pkl,-3.0611660480499268
9198.pkl,-3.179389476776123
8490.pkl,-3.7670328617095947
2025.pkl,-0.9797070026397705
8466.pkl,-2.721263885498047
251.pkl,-1.8301547765731812
9657.pkl,-2.7821967601776123
9280.pkl,-2.025390625
8195.pkl,-1.1022309064865112
5212.pkl,-1.1722854375839233
746.pkl,-1.3956904411315918
7988.pkl,-1.3781095743179321
1708.pkl,-3.6243526935577393
7467.pkl,-0.5259929299354553
2754.pkl,-1.2269514799118042
4612.pkl,-1.8570208549499512
11057.pkl,-0.5508165955543518
2731.pkl,-2.960623264312744
1003.pkl,-4.243337154388428
2994.pkl,-0.5963246822357178
10345.pkl,-1.6967737674713135
6584.pkl,-2.375110387802124
9331.pkl,-0.464036226272583
9469.pkl,-2.617856502532959
2416.pkl,-1.7835392951965332
3452.pkl,-4.438070297241211
9347.pkl,-4.800820827484131
3783.pkl,-3.6545329093933105
3028.pkl,-3.4453611373901367
8292.pkl,-3.9211061000823975
1494.pkl,-1.6186442375183105
53.pkl,-2.6508405208587646
2190.pkl,-2.9405951499938965
7257.pkl,-3.138698101043701
2352.pkl,-2.486546754837036
8423.pkl,-1.546041488647461
7182.pkl,-1.7223528623580933
8339.pkl,-2.2063910961151123
7308.pkl,-2.1804044246673584
3803.pkl,-1.662475347518921
9450.pkl,-1.7427371740341187
4150.pkl,-2.489213705062866
10078.pkl,-2.1843931674957275
10640.pkl,-1.4879589080810547
4808.pkl,-1.5112941265106201
3122.pkl,-2.8847148418426514
1753.pkl,-0.5627828240394592
4256.pkl,-0.41231560707092285
1281.pkl,-3.74038028717041
9373.pkl,-1.1607944965362549
9844.pkl,-3.309338092803955
6823.pkl,-2.7146875858306885
1787.pkl,-0.5803670883178711
10068.pkl,-1.8584003448486328
2886.pkl,-1.8699954748153687
311.pkl,-2.73654842376709
4737.pkl,-2.3704514503479004
9940.pkl,-2.8693814277648926
2820.pkl,-1.797525405883789
8941.pkl,-0.5715292692184448
10319.pkl,-1.0622063875198364
7509.pkl,-1.5402776002883911
7859.pkl,-2.104656219482422
7805.pkl,-0.5557820200920105
3237.pkl,-1.002260446548462
3748.pkl,-1.4444985389709473
692.pkl,-1.561774730682373
4307.pkl,-3.739612102508545
7337.pkl,-4.550609111785889
3499.pkl,-3.3430893421173096
5396.pkl,-3.291708469390869
9426.pkl,-2.585700035095215
10116.pkl,-1.8626588582992554
3928.pkl,-0.4889344274997711
206.pkl,-3.4667351245880127
59.pkl,-1.816903829574585
583.pkl,-2.7749509811401367
5798.pkl,-3.423126697540283
10829.pkl,-1.038142204284668
413.pkl,-1.4928079843521118
2522.pkl,-3.6010217666625977
1690.pkl,-0.42247259616851807
1763.pkl,-2.9629530906677246
4587.pkl,-0.45431268215179443
7472.pkl,-1.4746872186660767
9279.pkl,-0.4713955521583557
9970.pkl,-1.7288384437561035
792.pkl,-2.1978373527526855
6836.pkl,-1.3224422931671143
9055.pkl,-1.2421085834503174
1576.pkl,-4.0175909996032715
7274.pkl,-1.514843463897705
1893.pkl,-0.46717169880867004
333.pkl,-2.0142130851745605
3178.pkl,-1.1795105934143066
7868.pkl,-1.5718731880187988
5548.pkl,-2.981614351272583
9855.pkl,-0.48125314712524414
1171.pkl,-3.0095677375793457
3118.pkl,-2.849810838699341
7749.pkl,-0.4169677197933197
1417.pkl,-3.4512720108032227
3955.pkl,-1.4002882242202759
5730.pkl,-1.6188217401504517
7111.pkl,-1.2155848741531372
5652.pkl,-0.5504204630851746
10992.pkl,-3.843897581100464
4559.pkl,-3.587862491607666
4230.pkl,-4.616578578948975
10873.pkl,-1.3594567775726318
2785.pkl,-3.382676124572754
7550.pkl,-0.36432015895843506
1919.pkl,-1.8751593828201294
4811.pkl,-1.6092256307601929
6638.pkl,-0.43707039952278137
4780.pkl,-1.307318925857544
5827.pkl,-1.8415067195892334
5794.pkl,-3.21658992767334
996.pkl,-1.5365817546844482
4863.pkl,-1.1790367364883423
7647.pkl,-2.741771936416626
722.pkl,-2.809951066970825
2629.pkl,-0.7839826345443726
8955.pkl,-1.4079829454421997
3306.pkl,-4.165945053100586
10231.pkl,-1.4360466003417969
4366.pkl,-1.2527090311050415
10158.pkl,-2.975346326828003
3153.pkl,-1.1598869562149048
10998.pkl,-0.4195021092891693
1054.pkl,-0.41817256808280945
10818.pkl,-1.545843243598938
5583.pkl,-3.0855038166046143
11076.pkl,-2.045280933380127
3734.pkl,-4.172901630401611
8196.pkl,-0.4712669849395752
1257.pkl,-3.9906580448150635
2372.pkl,-1.4634151458740234
1461.pkl,-2.736753463745117
1924.pkl,-1.8013719320297241
7143.pkl,-1.6549701690673828
9334.pkl,-1.4630382061004639
8448.pkl,-3.505420684814453
392.pkl,-1.865369439125061
6205.pkl,-0.42613157629966736
5092.pkl,-3.89205265045166
3536.pkl,-3.9788427352905273
2304.pkl,-1.994253158569336
8316.pkl,-2.039579153060913
1696.pkl,-1.3026032447814941
4542.pkl,-2.4680962562561035
6781.pkl,-1.7185860872268677
5458.pkl,-2.0906615257263184
1053.pkl,-2.923260450363159
2929.pkl,-2.1936209201812744
9005.pkl,-2.738516092300415
8896.pkl,-1.504486083984375
10431.pkl,-1.9577016830444336
862.pkl,-3.2460784912109375
7249.pkl,-2.1526601314544678
890.pkl,-2.384799003601074
5208.pkl,-1.6781349182128906
6313.pkl,-1.1684544086456299
10916.pkl,-2.925328016281128
6926.pkl,-0.4325934648513794
375.pkl,-3.6344823837280273
4110.pkl,-1.235789179801941
1729.pkl,-1.155380129814148
7884.pkl,-0.5492504835128784
3676.pkl,-1.2645587921142578
530.pkl,-1.3283154964447021
1930.pkl,-2.019958972930908
5710.pkl,-3.498185634613037
8107.pkl,-2.8493809700012207
9231.pkl,-0.47054821252822876
5493.pkl,-1.7481857538223267
10534.pkl,-0.6171098947525024
8581.pkl,-1.8271955251693726
2118.pkl,-1.7709625959396362
10755.pkl,-2.4162707328796387
3282.pkl,-0.49003660678863525
5542.pkl,-4.195335388183594
3426.pkl,-0.6928825974464417
8015.pkl,-0.43168067932128906
3677.pkl,-3.7181928157806396
10165.pkl,-0.6461796760559082
4289.pkl,-3.2086050510406494
495.pkl,-1.8541851043701172
1904.pkl,-2.4277443885803223
4519.pkl,-1.555922508239746
148.pkl,-2.285736560821533
1044.pkl,-1.5460649728775024
7505.pkl,-2.014883041381836
2137.pkl,-2.462036609649658
7639.pkl,-1.5532671213150024
9253.pkl,-2.711369037628174
9286.pkl,-1.1722463369369507
6667.pkl,-1.4035747051239014
5789.pkl,-1.3268694877624512
5006.pkl,-1.6711785793304443
1769.pkl,-1.4983800649642944
4192.pkl,-1.4690361022949219
664.pkl,-3.6948752403259277
1162.pkl,-4.445422172546387
5909.pkl,-1.4087646007537842
101.pkl,-1.9653363227844238
2425.pkl,-1.2957979440689087
9995.pkl,-2.9273416996002197
10128.pkl,-2.987053632736206
2014.pkl,-2.4424517154693604
5935.pkl,-1.6703468561172485
9377.pkl,-2.7238452434539795
5554.pkl,-1.3461453914642334
6743.pkl,-2.620612859725952
10355.pkl,-1.2980495691299438
3399.pkl,-1.5289287567138672
10567.pkl,-0.37277549505233765
1948.pkl,-2.939664602279663
9931.pkl,-1.568381667137146
1410.pkl,-0.9929829239845276
8802.pkl,-2.7441885471343994
4413.pkl,-4.166828632354736
3038.pkl,-1.3907718658447266
6086.pkl,-3.121307611465454
8787.pkl,-2.005643129348755
11194.pkl,-1.4704056978225708
8182.pkl,-2.235574245452881
1701.pkl,-2.2116787433624268
3935.pkl,-2.7622342109680176
7535.pkl,-2.2743568420410156
9645.pkl,-1.2818212509155273
5882.pkl,-2.99479079246521
9340.pkl,-0.45472145080566406
694.pkl,-2.591780662536621
8130.pkl,-1.4431533813476562
9372.pkl,-2.1909732818603516
697.pkl,-2.39378023147583
5461.pkl,-2.0624003410339355
414.pkl,-2.721027135848999
738.pkl,-2.3330941200256348
10861.pkl,-1.4687788486480713
8275.pkl,-3.6404714584350586
595.pkl,-0.5453393459320068
600.pkl,-2.7732133865356445
10886.pkl,-3.0871756076812744
3389.pkl,-1.6664012670516968
10904.pkl,-3.8311891555786133
2523.pkl,-2.433267831802368
10631.pkl,-0.6190136671066284
4314.pkl,-1.3419945240020752
4393.pkl,-0.6752297282218933
615.pkl,-1.508224606513977
9394.pkl,-2.6429085731506348
10353.pkl,-1.0279998779296875
9675.pkl,-1.763887643814087
7892.pkl,-2.0982794761657715
10193.pkl,-0.5657666325569153
10688.pkl,-2.1311259269714355
535.pkl,-1.378669023513794
8543.pkl,-1.3806694746017456
1795.pkl,-1.6031213998794556
3956.pkl,-2.3767380714416504
7190.pkl,-3.2447333335876465
7696.pkl,-1.0679467916488647
2454.pkl,-2.8010172843933105
1797.pkl,-1.998737096786499
1892.pkl,-2.7600550651550293
5535.pkl,-3.993809938430786
10932.pkl,-2.0874478816986084
2548.pkl,-4.054067134857178
1132.pkl,-3.6140801906585693
3090.pkl,-1.904063105583191
7766.pkl,-2.773988962173462
7871.pkl,-1.4932830333709717
1511.pkl,-1.2241542339324951
9126.pkl,-3.908520460128784
1073.pkl,-0.4270486533641815
384.pkl,-3.1497316360473633
2455.pkl,-3.9378151893615723
8975.pkl,-2.1764819622039795
6213.pkl,-1.473634958267212
843.pkl,-0.5411818623542786
4095.pkl,-1.2108184099197388
682.pkl,-0.4801551401615143
7034.pkl,-1.87832510471344
4986.pkl,-0.6635104417800903
3246.pkl,-2.1960480213165283
9148.pkl,-1.6938625574111938
